буэнос-айрес,аргентина,буэнос-айрес	Buenos_Aires
кабрый-дель-камп,испания,кабра-дель-камп	Cabra_del_Camp
момбаркаро,италия,момбаркаро	Mombarcaro
кьяверано,италия,кьяверано	Chiaverano
котлик,аляска,,котлик	Kotlik,_Alaska
лепоглав,,лепоглава	Lepoglava
междуреченск,россия,кемеровский область,междуреченск	Mezhdurechensk,_Kemerovo_Oblast
лари,провинция,пиза,,лари	Lari,_Tuscany
коццо,италия,коццо	Cozzo
казея-джерол,италия,казеи-джерола	Casei_Gerola
красноград,украина,красноград	Krasnohrad
монтичать,италия,монтичано	Monticiano
кюснахт,швейцария,кюснахт	Küsnacht
монтелеон-рокк-дория,италия,монтелеоне-рокка-дория	Monteleone_Rocca_Doria
лахор,,лахор	Lahore
лейк-виллидж,арканзас,соединять штат америка,сша,америка,лейк-виллидж	Lake_Village,_Arkansas
камполь-дель-монт-табурно,италия,камполи-дель-монте-табурно	Campoli_del_Monte_Taburno
кассин-вальсассин,италия,кассина-вальсассина	Cassina_Valsassina
компан,италия,компана	Campana,_Calabria
какамега,город,кения,какамега	Kakamega
льюисбург,кентукки,соединять штат америка,сша,америка,льюисбург	Lewisburg,_Kentucky
лекнес,норвегия,лекнес	Leknes
ла-вист,небраска,соединять штат америка,сша,америка,ла-виста	La_Vista,_Nebraska
лубны,украина,лубны	Lubny
любин,польша,любин	Lubin
кристиансунн,,кристиансунн	Kristiansund
куассоло,италия,куассоло	Quassolo
куэвас-де-сан-клемент,испания,куэвас-де-сан-клементе	Cuevas_de_San_Clemente
ла-муэл,испания,ла-муэла	La_Muela
канаш,россия,чувашия,канаш	Kanash
ластебасс,италия,ластебассе	Lastebasse
карлштайн-ан-дер-тайя,австрия,карлштайн-ан-дер-тайя	Karlstein_an_der_Thaya
марина-ди-джойоз-йоника,италия,марина-ди-джойоза-йоника	Marina_di_Gioiosa_Ionica
кинтанилья-сан-гарсия,испания,кинтанилья-сан-гарсия	Quintanilla_San_García
корчано,италия,корчано	Corciano
кончервьяно,италия,кончервьяно	Concerviano
кассина,италия,кассине	Cassine
карня,соединять штат америка,сша,америка,карни	Kearney,_Nebraska
каникатти,италия,каникатти	Canicattì
лузиана,италия,лузиана	Lusiana
куарный-сотто,италия,куарна-сотто	Quarna_Sotto
медезаный,италия,медезано	Medesano
медлинг,австрия,мёдлинг	Mödling
кум,город,иран,кум	Qom
курица,граубюнден,швейцария,кур	Chur
мадиун,индонезия,мадиун	Madiun
кастель-мадам,италия,кастель-мадама	Castel_Madama
медзать-билие,италия,медзана-бильи	Mezzana_Bigli
мичильяно,италия,мичильяно	Micigliano
ланда,и,кохгилуйя и бойерахмед,иран,ланде	Landeh
мадикери,индия,мадикери	Madikeri
кинтан-де-ла-серена,испания,кинтана-де-ла-серена	Quintana_de_la_Serena
казамарчать,италия,казамарчано	Casamarciano
мурманск,россия,мурманский область,мурманск	Murmansk
лары,вайоминг,соединять штат америка,сша,америка,ларами	Laramie,_Wyoming
ла-лантехуэл,испания,ла-лантехуэла	La_Lantejuela
кузеран,иран,иран,кузеран	Kuzaran
каполивери,италия,каполивери	Capoliveri
мати,коммуна,италия,мати	Mathi
мальяно-ди-тенна,италия,мальяно-ди-тенна	Magliano_di_Tenna
миконос,греция,миконос	Mykonos
монджуффи-мелия,италия,монджуффи-мелия	Mongiuffi_Melia
кампосанто,италия,кампосанто	Camposanto
ла-сара,канада,ла-сар	La_Sarre
кирьят-ата,израиль,кирьят-ата	Kiryat_Ata
