ольба,испания,Ольба	Olba,_Aragon
обервиль,швейцария,коммуна,базель-ланды,Обервиль 	Oberwil,_Basel-Landschaft
ольджинат,италия,коммуна,Ольджинате	Olginate
обергерлафинген,швейцария,коммуна,Обергерлафинген	Obergerlafingen
cityname,name,cityname	city
орхомен,греция,беотия,Орхомен 	Orchomenus_(Boeotia)
острог,украина,город,Острог 	Ostroh
обервиль-бюрный,швейцария,коммуна,Обервиль-Бюрен	Oberwil_bei_Büren
обершварц,германия,коммуна,Обершварцах	Oberschwarzach
орестиада,греция,город,Орестиада 	Orestiada
осташковский район,россия,город,Осташковский район	Ostashkovsky_District
оттендорф,германия,киль,коммуна,Оттендорф 	Ottendorf,_Schleswig-Holstein
обу,япония,город,Обу	Ōbu,_Aichi
одзун,армения,село,Одзун	Odzun
ойлаталь,германия,коммуна,Ойлаталь	Eulatal
опузен,хорватия,город,Опузен	Opuzen
одан,франция,муниципалитет,Одан	Hodent
орловци,болгария,село,Орловци	Orlovtsi
осийка,хорватия,город,Осиек	Osijek
офтершванг,германия,коммуна,Офтершванг	Ofterschwang
орисвилл,соединять штат америка,Орисвилл	Auriesville,_New_York
ортуккьо,италия,коммуна,Ортуккьо	Ortucchio
оберегга,швейцария,швейцария,коммуна,Оберегг 	Oberegg_District
обернау,германия,коммуна,вестервальд,Обернау 	Obernau
орто-тока,киргизия,посёлок,Орто-Токой	Orto-Tokoy
орашие,босния и герцеговина,Орашье	Orašje
оржицкий район,украина,Оржицкий район	Orzhytsia_Raion
опера,италия,муниципалитет,коммуна,Опера 	Opera,_Lombardy
оримонт,франция,коммуна,Оримонт	Aurimont
ойрасбург,германия,верхний бавария,коммуна,Ойрасбург 	Eurasburg
охир,япония,село,Охира	Ōhira,_Miyagi
орсер,испания,город,Орсера	Orcera
отрюш,франция,коммуна,Отрюш 	Autruche
ондр,франция,коммуна,Ондр	Ondres
овиллер-ле-форж,франция,коммуна,Овиллер-ле-Форж	Auvillers-les-Forges
оберштадт,германия,коммуна,Оберштадт	Oberstadt
оливарес-де-дуэро,испания,Оливарес-де-Дуэро	Olivares_de_Duero
отори,франция,коммуна,Оторей	Autoreille
ося,япония,город,Осю	Ōshū,_Iwate
обон,испания,испания,Обон 	Obón
озазио,италия,коммуна,Озазио	Osasio
ордис,испания,Ордис	Ordis
ориллий,канада,онтарио,город,Ориллия 	Orillia
островецкий повенок,польша,город,Островецкий повят	Ostrowiec_County
ольтрессенд-альт,италия,коммуна,Ольтрессенда-Альта	Oltressenda_Alta
оттрау,германия,коммуна,Оттрау	Ottrau
отирать,франция,коммуна,Отри 	Autry
обериберг,швейцария,коммуна,Обериберг	Oberiberg
опатувский повенок,польша,город,Опатувский повят	Opatów_County
остров,чехия,город,карловарский край,Остров 	Ostrov_(Karlovy_Vary_District)
одровонж,польша,свентокшиский воеводство,село,Одровонж 	Odrowąż,_Świętokrzyskie_Voivodeship
оточац,хорватия,город,Оточац	Otočac
оломбрада,испания,муниципалитет,Оломбрада	Olombrada
обреж век,молдавия,село,Обрежа Веке	Obreja_Veche
орда,россия,село,Орда 	Orda,_Perm_Krai
оудсхорн,южно-африканский республика,Оудсхорн	Oudtshoorn
орание,южно-африканский республика,Орания	Orania,_Northern_Cape
островский район,россия,город,псковский область,Островский район 	Ostrovsky_District,_Pskov_Oblast
орехово-зуевский район,россия,Орехово-Зуевский район	Orekhovo-Zuyevsky_District
озарк,соединять штат америка,арканзас,Озарк 	Ozark,_Arkansas
ойон,испания,город,Ойон	Oyón-Oion
оберштайнеб,германия,коммуна,Оберштайнебах	Obersteinebach
оберпфаффенхофен,германия,посёлок,Оберпфаффенхофен	Oberpfaffenhofen
осинник,россия,город,Осинники	Osinniki
они,грузия,город,Они 	Oni,_Georgia
ойя-де-уэск,испания,район,Ойя-де-Уэска	Hoya_de_Huesca/Plana_de_Uesca
онсдорф,германия,коммуна,Онсдорф	Onsdorf
оконь,соединять штат америка,округ,джорджия,Окони 	Oconee_County,_Georgia
ош,киргизия,город,киргизия,Ош 	Osh
орджоникидзевский район,россия,посёлок,хакасия,Орджоникидзевский район 	Ordzhonikidzevsky_District,_Republic_of_Khakassia
ополе-любельск,польша,город,Ополе-Любельске	Opole_Lubelskie
оседло-локетка,польша,село,Оседле-Локетка	Osiedle_Łokietka
о-бонн,франция,коммуна,О-Бонн	Eaux-Bonnes
островец,белоруссия,Островец	Astravyets
обервезель,германия,город,Обервезель	Oberwesel
остров тиви,австралия,Острова Тиви	Tiwi_Islands
